,psraid,int_date,area,tz,cregion,state,fips,msa,usr,usr1,strata,lang,sample,form,samptype,spouse,qs1,qs2,qs3a,qs3b,sex,marital,m2,m3,m4,lwp2,lwp3,kids,k2,k3,mom,dad,e3,q1,q2a,q2b,q2c,q2d,q2e,q2f,q2g,q2h,q2i,q3,q4a,q4b,q4c,q4d,q4e,q4f,q4g,q4h,q4i,q6,q7f1,q8f2,q11,q12,q14,q15a,q15b,q15c,q15d,q15e,q15f,q15g,q15h,q15i,q16,q17,q20,q20vb,q20_1,q20_2,q20_3,q23,q23vb,q23_1,q23_2,q23_3,q24,q27,q28,q29,q30f1,q31f2,q32,q33,q34,q35,q36,q36vb,q36_1,q36_2,q36_3,q37,q38,q39,q40,q41,q41vb,q41_1,q41_2,q41_3,q42,q43,q44f1,q45,q46f2,q47,net1,net2,e1,e2,ideal,e5,fam1,fam2,fam3,fam4,k4,k5,ownrent,citizen,usborn1a,usborn1b,usborn2,age,educ,hisp,race,relig,chr,born,attend,income,regist,regicert,party,partyln,ideo,pvote04a,milnow,veteran,contact,name,website,usbrn1bo,raceos,religos,q2cnt,recage2,recage3,q3new,gen,netsum,milvet,military,density3,rbcounty,receduc,racethn,weight
28,48,21607,301,e,3,24,24033,47900,S,2,6,1,4,2,1,NA,NA,NA,NA,NA,2,6,NA,NA,NA,2,NA,2,1,NA,1,1,3,2,NA,NA,10,NA,NA,10,10,5,8,3,1,3,3,2,2,1,1,1,3,1,NA,1,2,3,1,1,2,1,3,3,1,2,3,1,2,2,NA,                                ,NA,NA,NA,NA,                                ,NA,NA,NA,NA,1,NA,1,NA,25,2,2,2,1,1,STRUGGLE FINANCIALL ALONE,13,NA,NA,8,3,2,1,1,UNPROTECTIED SEX,19,NA,NA,3,3,NA,2,2,2,1,1,3,3,3,NA,1,1,2,3,2,2,1,1,1,NA,1,23,3,2,2,1,NA,2,1,5,2,NA,2,NA,4,2,7,7,1,1,1,                                ,                                ,                                ,3,1,1,3,3,1,2,99,4,1,2,2,4.875
29,49,21607,718,e,1,36,36081,35620,U,1,5,1,4,1,1,NA,NA,NA,NA,NA,1,9,NA,NA,NA,2,NA,1,NA,NA,1,9,2,1,NA,NA,NA,NA,10,10,NA,10,10,5,1,2,2,3,3,2,2,3,3,2,1,NA,4,4,1,1,2,3,3,3,1,2,3,3,2,2,NA,                                ,NA,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,26,NA,2,2,2,2,1,MAKING CHILDREN BECOME SUCCUSE SUCH AS EDUCATION AND KEEPING THEM OUT OF TROUBLE,14,33,NA,NA,1,1,3,1,BECAUSE NOW DAYS HAVING MORE SEX AND PARTY AND MORE FREEDOM,11,14,NA,4,3,2,4,NA,2,1,1,3,3,3,NA,2,5,NA,3,NA,NA,2,1,1,NA,9,21,3,1,1,2,NA,9,6,10,1,1,2,NA,2,1,7,7,2,NA,1,                                ,                                ,                                ,4,1,1,5,9,1,2,99,5,1,2,3,2.6875
30,50,21607,407,e,3,12,12095,36740,S,2,3,1,4,2,1,2,NA,NA,NA,NA,2,1,NA,2,NA,2,NA,2,1,NA,1,2,1,1,10,NA,10,NA,8,10,NA,10,10,99,2,3,3,2,2,2,3,9,2,1,NA,1,1,2,3,1,1,1,1,2,1,1,1,2,1,3,1,"MORALLY, THOUGHT THAT WAS THE RIGHT THING TO DO",13,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,NA,24,3,3,3,2,1,DISCIPLINE,27,NA,NA,9,3,3,1,1,DECLINE IN MORALS,18,NA,NA,1,3,NA,4,4,3,1,1,3,3,1,2,1,1,2,2,12,1,1,1,1,NA,1,40,6,2,1,1,NA,1,1,10,1,1,1,NA,2,1,7,7,2,NA,1,                                ,                                ,                                ,5,2,1,99,3,1,2,99,4,3,4,1,6.3125
31,52,21607,910,e,3,37,37155,0,R,3,2,1,6,2,2,NA,2,1,1,NA,2,6,NA,NA,NA,2,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,10,10,10,5,10,5,3,3,3,2,2,2,2,1,3,1,NA,1,1,2,1,1,1,2,1,3,1,2,3,2,1,2,NA,                                ,NA,NA,NA,NA,                                ,NA,NA,NA,NA,1,NA,1,NA,30,2,2,2,3,1,OUISSIDE INFUENCES,34,NA,NA,NA,2,2,1,9,                                ,99,NA,NA,2,2,NA,4,4,2,1,1,3,3,1,NA,1,1,2,1,NA,NA,1,1,1,NA,1,23,3,2,2,1,NA,1,2,5,2,NA,3,1,2,2,7,7,2,NA,1,                                ,                                ,                                ,4,1,1,5,3,1,2,99,2,1,2,2,5.5
32,54,21607,508,e,1,25,25023,14460,S,2,1,1,1,2,1,NA,NA,NA,NA,NA,2,3,NA,1,NA,2,NA,3,NA,2,2,2,3,2,NA,NA,NA,10,NA,NA,NA,8,7,NA,3,3,3,3,2,3,3,3,3,2,NA,9,1,4,1,1,3,3,2,9,2,3,1,2,1,2,1,BECAUSE I PROBABLY DIDNT FEEL THAT I SHOULD BE LIVING WITH SOMEBODY THAT I WASNT MARRIED T0 - OLD FASHIONED,15,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,NA,27,2,2,3,2,1,"THE PEOPLE THEY ARE ASSOCIATED WITH, THE DRUGS AND THE PERMISSIVENESS OF THE CHILDREN - ARE SO FAR AHEAD OF WHAT MY CHILDREN ARE IN MY DAY",29,34,NA,8,2,2,1,1,INDIGENT PEOPLE - IMMIGRANTS OR WHATEVER,98,NA,NA,3,3,NA,2,2,2,1,1,1,3,3,NA,1,1,2,3,NA,NA,2,1,1,NA,1,78,3,2,1,1,NA,2,5,2,1,1,3,2,3,1,7,7,2,NA,1,                                ,                                ,                                ,1,4,2,4,3,1,2,99,3,2,2,1,10.25
33,60,21607,410,e,3,24,24029,0,R,3,2,1,2,2,1,NA,NA,NA,NA,NA,1,2,2,NA,NA,NA,NA,2,1,NA,2,1,1,2,NA,10,10,NA,10,NA,0,10,8,3,1,9,3,2,3,9,1,1,1,2,NA,2,3,3,3,1,1,3,2,3,1,1,9,2,2,2,NA,                                ,NA,NA,NA,1,DECIDED TO HAVE A ROOMATE YOU LOVE,23,NA,NA,2,NA,1,1,NA,99,2,1,2,2,1,"HAVE TO BE HONEST WITH YOUR KIDS, BE HONEST WITH THEM",39,NA,NA,8,1,1,1,1,"YOUNGEST GENERATION DOESN''T CARE, DEVIANTS",20,NA,NA,4,4,NA,9,9,1,2,2,3,3,1,NA,1,1,2,1,17,NA,2,1,1,NA,1,44,3,2,1,1,NA,2,6,10,2,NA,9,9,9,2,7,7,1,1,2,                                ,                                ,                                ,4,2,1,3,3,2,2,99,1,4,2,1,15.125
34,61,21607,906,e,2,26,26103,0,R,3,1,1,5,1,2,1,1,NA,NA,NA,1,1,NA,1,1,1,1,1,NA,NA,1,2,1,1,10,NA,NA,NA,5,10,NA,10,10,9,1,2,1,2,2,1,1,1,3,2,1,NA,4,4,1,1,2,2,1,3,1,2,2,1,1,2,1,SHE HAD A NICE ASS,98,NA,NA,1,SHE HAD A NICE ASS,98,NA,NA,2,NA,NA,NA,27,NA,2,1,2,3,1,HAVING MONEY TO RAISE THEM,13,NA,NA,NA,3,3,1,1,UNPROTECTED SEX,19,NA,NA,4,3,2,1,NA,1,1,1,3,3,3,1,1,1,2,2,NA,NA,1,1,1,NA,1,37,3,2,1,2,NA,2,4,6,1,1,3,2,5,2,7,7,1,1,2,                                ,                                ,                                ,4,2,1,9,3,1,2,99,1,2,2,1,9.5625
35,65,21607,404,e,3,13,13121,12060,U,1,6,1,2,1,1,2,NA,NA,NA,NA,2,1,NA,2,NA,1,1,4,1,2,1,2,3,1,10,NA,10,10,NA,10,NA,10,10,1,2,3,1,3,3,3,3,1,1,2,1,NA,4,1,2,1,2,1,1,2,2,2,1,1,1,1,1,FOR MY KIDS,24,NA,NA,1, GETTING READY TO HAVE BACK SURGERY,98,NA,NA,2,NA,NA,NA,25,NA,2,2,1,1,1,THE PARENTS THE PARENTS ARE TRYING TO BE THE CHILDS FRIENDS,39,NA,NA,8,3,2,1,1,NT WEARING CONDOMS,19,NA,NA,1,1,2,2,NA,2,1,1,1,3,3,1,1,2,NA,1,13,NA,1,1,1,NA,1,46,5,2,2,1,1,2,2,4,1,1,2,NA,4,1,7,7,1,1,1,                                ,                                ,NON DINOMEN NATION,6,2,1,1,3,1,2,99,4,2,3,2,1.875
36,70,21607,330,e,2,39,39155,49660,S,2,2,1,1,2,1,NA,NA,NA,NA,NA,2,5,NA,1,2,2,NA,3,NA,2,2,2,3,1,NA,NA,NA,10,NA,NA,NA,10,8,4,3,3,1,2,2,2,3,1,3,1,NA,2,1,1,2,1,1,1,1,1,1,1,3,1,2,2,1,BACK IN MY DAY THERE WAS NO SUCH THING AS LIVING TOGETHER WITHOUT GETTING MARRIED AND I GOT MARRIED BECAUSE I LOVED HIM.,12,16,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,NA,21,2,2,3,2,1,KID CAN DO ANYTHING NOW DAYS AND GET AWAY WITH IT AND YOU CAN''T HIT THEM.,27,NA,NA,10,2,2,1,1,I THINK YOUNG GIRLS LIKE TO PARTY TOO MUCHAND THEY DON''T EVEN KNOW WHO THE FATHER IS WHEN IT HAPPENS,20,NA,NA,1,1,NA,3,4,1,2,2,1,3,3,NA,4,2,NA,NA,NA,NA,1,1,1,NA,1,67,2,2,1,1,NA,1,2,2,1,1,2,NA,2,1,7,7,1,1,2,                                ,                                ,                                ,2,4,2,4,3,2,2,99,3,1,1,1,11.375
37,73,21607,740,e,2,39,39101,0,R,3,1,1,3,1,1,NA,NA,NA,NA,NA,1,6,NA,NA,NA,2,NA,1,NA,NA,1,1,2,2,NA,NA,NA,NA,8,6,6,7,10,NA,3,1,3,2,2,2,3,1,3,1,1,NA,2,2,1,2,1,2,2,3,1,1,2,2,1,2,NA,                                ,NA,NA,NA,NA,                                ,NA,NA,NA,NA,2,NA,3,25,NA,2,2,2,1,1,KEEPING THEM OFF DRUGS IN SCHOOL,29,14,NA,NA,2,1,2,1,PPL NO CONDOMS,19,NA,NA,9,2,4,4,NA,2,1,1,3,3,1,NA,2,1,1,1,NA,NA,1,1,1,NA,1,24,4,2,1,1,NA,2,5,2,1,1,2,NA,2,1,7,7,2,NA,1,                                ,                                ,                                ,1,1,1,9,3,1,2,99,2,4,2,1,19.13
38,74,21607,203,e,1,9,9001,14860,U,1,4,1,4,2,1,1,NA,NA,NA,NA,1,1,NA,1,1,1,2,1,NA,NA,1,1,1,1,10,NA,NA,NA,7,8,8,8,7,NA,2,2,3,2,2,2,1,1,2,1,NA,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,ITS GODS PLAN,13,NA,NA,1,AT THAT TIME I DIDNT BELIEVE IN GOD,31,NA,NA,2,NA,NA,NA,NA,99,2,2,2,2,1,SOCIAL PRESSURES ON CHILDREN,34,NA,NA,NA,3,3,1,1,DECAY OF FAMILY STRUCTURE,18,NA,NA,1,1,NA,4,9,1,1,1,3,3,1,1,1,1,2,2,NA,NA,2,1,1,NA,1,45,6,2,1,1,NA,1,1,6,1,1,1,NA,1,1,7,7,1,2,1,                                ,                                ,                                ,1,2,1,1,3,1,2,99,4,2,4,1,2.3125
39,78,21607,828,e,3,37,37161,0,R,3,2,1,3,2,1,NA,NA,NA,NA,NA,2,5,NA,2,NA,2,NA,3,NA,2,2,2,3,1,NA,NA,NA,10,NA,NA,NA,10,10,4,1,3,1,2,2,2,3,1,2,2,NA,2,1,1,1,1,1,1,1,3,1,1,2,2,2,2,1,"LIVING TOGETHER WASNT AS POPULAR BACK THEN, GOT MARRIED IN 1945",12,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,NA,25,3,2,3,2,1,"TELEVISION IS AGAINST BECAUSE THEY SEE LOTS OF THINGS THAT ARE WRONG ON TV LIKE SEX, ETC - BAD INFLUENCE - HARDER TO RAISE THEM TODAY",36,34,NA,10,3,3,3,1,I AM A CHRISTIAN PERSON - I DONT THINK THAT IS RIGHT IN THE SIGHT OF GOD,18,NA,NA,1,1,NA,4,4,3,2,2,3,3,3,NA,1,1,2,3,NA,NA,1,1,1,NA,1,80,5,2,1,1,NA,9,1,2,1,1,4,9,2,1,7,7,2,NA,2,                                ,                                ,                                ,3,4,2,4,3,2,2,99,2,5,3,1,4.1875
40,81,21607,313,e,2,26,26163,19820,U,1,6,1,2,1,1,NA,NA,NA,NA,NA,2,5,NA,2,NA,2,NA,3,NA,2,2,1,3,2,NA,NA,NA,10,NA,NA,10,10,10,7,1,1,1,1,1,3,2,1,3,2,1,NA,3,3,2,1,1,1,1,3,1,1,1,1,2,2,1,FATHER FORCED TO MARRY,19,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,30,NA,2,1,3,3,1,JUST RAISING THEM,39,NA,NA,10,3,3,1,1,MOTHERS ARE TOO YOUNG AND IRRRESPONSIBLE,20,22,NA,3,4,1,2,NA,4,2,2,1,3,3,NA,1,1,2,1,NA,NA,2,1,1,NA,1,55,2,2,2,9,1,1,2,1,1,1,2,NA,3,1,7,7,1,1,2,                                ,                                ,                                ,4,3,2,7,3,2,2,99,5,1,1,2,3.3125
41,82,21607,717,e,1,42,42055,0,R,3,1,1,2,2,1,NA,NA,NA,NA,NA,1,6,NA,NA,NA,2,NA,1,NA,NA,1,1,3,9,NA,NA,NA,NA,NA,99,99,99,99,NA,9,2,2,9,3,2,9,3,3,1,NA,1,1,2,3,9,2,2,2,2,2,2,1,2,1,9,NA,                                ,NA,NA,NA,NA,                                ,NA,NA,NA,NA,9,NA,3,NA,25,9,9,2,2,9,                                ,99,NA,NA,NA,2,9,9,9,                                ,99,NA,NA,3,3,NA,4,4,4,1,2,3,3,1,NA,1,1,2,1,NA,NA,1,9,1,NA,1,21,3,2,1,1,NA,9,6,1,2,NA,4,9,9,2,7,7,1,1,1,                                ,                                ,                                ,0,1,1,10,3,1,2,99,2,5,2,1,16.75
42,84,21607,305,e,3,12,12086,33100,U,1,6,1,6,2,2,NA,1,NA,NA,NA,2,6,NA,NA,NA,1,NA,1,NA,NA,1,1,3,2,NA,NA,NA,NA,NA,10,10,8,4,99,3,1,3,2,3,3,3,3,3,2,NA,1,4,4,1,2,2,2,2,3,2,2,3,2,2,2,NA,                                ,NA,NA,NA,1,"I WOULD NEVER GET MARRIED, DONT WANT TO",20,NA,NA,2,1,NA,2,NA,30,3,3,1,1,1,GETTING THEM THROUGH SCHOOLING,14,NA,NA,NA,9,2,2,1,UNEDUCATION,23,NA,NA,4,4,NA,1,1,1,1,1,3,1,1,NA,1,1,2,1,NA,NA,2,1,1,NA,1,26,7,2,1,8,NA,NA,6,3,2,NA,3,9,3,2,7,7,1,1,2,                                ,                                ,                                ,2,1,1,99,3,1,2,99,4,2,4,1,2.125
43,85,21607,631,e,1,36,36103,35620,S,2,1,1,6,1,2,1,1,NA,NA,NA,1,1,NA,2,NA,1,1,2,1,NA,1,2,1,2,10,NA,10,NA,6,8,NA,6,7,99,1,2,2,2,2,2,1,1,3,9,1,NA,2,2,1,1,1,2,1,2,2,1,1,2,2,2,1,MY WIFE TALKED ABOUT IT AND LOVED EACH OTHER VERY MUCH.,16,NA,NA,1,ALREADY HAD WEDDING PLANS SO I WASN''T BACKING OUT,29,NA,NA,2,NA,NA,NA,25,NA,3,2,3,2,1,TRYING TO KEEP MONEY COMING INTO THE HOUSE TO AFFORD WHAT YOU HAVE TO DO,13,NA,NA,7,3,3,1,1,BECAUSE THE PARENTS ARE UNABLE TO GET WHAT THEY NEED TO DO DONE. THEY ARE GOIND ON WELFAR AND PUTTING A STRAIN ON SOCIETY,98,28,NA,4,3,3,9,NA,3,1,1,3,3,3,1,1,1,1,2,8,1,1,1,1,NA,1,43,3,2,1,1,NA,2,4,6,2,NA,3,9,3,2,7,7,2,NA,2,                                ,                                ,                                ,2,2,1,99,3,1,2,99,4,2,2,1,15.3125
44,86,21607,352,e,3,12,12017,0,R,3,1,1,4,2,1,2,NA,NA,NA,NA,2,1,NA,1,1,2,NA,3,NA,2,2,2,3,2,10,NA,NA,10,NA,NA,NA,8,8,4,3,3,3,2,2,2,3,1,2,2,NA,2,1,1,1,1,1,2,2,1,1,2,1,1,1,2,1,SOMETHING I WANTED TO DO,21,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,NA,26,3,1,3,9,1,TRYING TO KEEP THEM DISCIPLINED,27,NA,NA,7,3,2,3,1,UNEASINESS AT HOME,98,NA,NA,4,4,NA,3,3,3,2,1,1,3,3,3,1,1,2,3,NA,NA,1,1,1,NA,1,66,3,2,1,2,NA,2,5,7,1,1,1,NA,2,1,7,2,2,NA,2,                                ,                                ,                                ,2,4,2,4,3,1,1,3,2,4,2,1,7.875
45,88,21607,828,e,3,37,37161,0,R,3,2,1,6,2,2,NA,1,NA,NA,NA,1,6,NA,NA,NA,2,NA,1,NA,NA,1,1,1,1,NA,NA,NA,NA,9,10,2,8,10,5,3,3,3,3,3,2,3,3,3,1,NA,1,2,2,1,1,1,1,1,3,1,3,3,1,2,2,NA,                                ,NA,NA,NA,NA,                                ,NA,NA,NA,NA,1,NA,3,NA,32,3,2,2,2,1,MONEY,13,NA,NA,NA,2,2,1,9,                                ,99,NA,NA,1,1,NA,4,4,2,1,2,3,2,1,NA,2,2,NA,1,NA,NA,1,1,1,NA,1,24,5,2,1,8,NA,NA,4,5,2,NA,4,9,9,2,7,7,2,NA,2,                                ,                                ,                                ,3,1,1,5,3,1,2,99,2,5,3,1,5.5
46,92,22007,609,e,1,34,34021,45940,S,2,1,1,5,2,2,1,1,NA,NA,NA,1,1,NA,2,NA,1,1,2,1,NA,1,1,1,1,10,NA,10,NA,9,10,10,7,7,1,1,3,3,1,2,3,1,2,2,2,NA,2,2,3,1,1,2,2,2,3,2,1,2,3,1,2,1,PLANNED,98,NA,NA,1,ALREADY DECIDEDTO GET MARRIED,29,NA,NA,2,NA,NA,NA,NA,27,1,2,1,1,1,FORCES OUTSIDE THE FAMILY,34,NA,NA,8,2,2,2,1,PEOPLE MORE SEXUAL ACTIVE,11,NA,NA,3,2,NA,2,2,2,1,1,3,3,1,1,1,1,2,2,2,2,1,1,1,NA,1,29,6,2,1,2,NA,2,3,8,1,1,3,2,3,1,7,7,1,1,1,                                ,                                ,                                ,5,1,1,1,3,1,2,99,4,1,4,1,11.875
47,94,21607,770,e,3,13,13089,12060,S,2,6,1,2,2,1,NA,NA,NA,NA,NA,1,3,NA,2,NA,2,NA,2,2,NA,1,1,1,3,NA,NA,10,NA,4,10,10,8,10,3,3,3,2,2,2,2,3,1,3,2,NA,2,2,2,1,1,1,1,1,3,1,1,1,1,1,2,1,IN LOVE,16,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,NA,28,2,2,2,2,1,KEEPING THEM SAFE,31,NA,NA,10,2,2,1,1,UNPROTECTED SEX,19,NA,NA,3,3,NA,4,3,3,1,1,3,3,1,NA,2,2,NA,1,8,2,2,1,1,NA,2,37,6,2,2,1,NA,2,5,4,1,1,3,2,3,1,7,1,1,1,1,                                ,                                ,                                ,4,2,1,3,2,1,1,2,5,1,4,2,2.75
48,95,21607,330,e,2,39,39103,17460,S,2,1,1,2,1,1,NA,NA,NA,NA,NA,2,5,NA,2,NA,2,NA,3,NA,2,2,2,3,2,NA,NA,NA,10,NA,NA,NA,10,10,4,2,2,2,2,2,2,1,1,3,1,1,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,YOU DIDNT DO THAT WHEN I GOT MARRIED,12,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,25,NA,2,2,2,2,1,THE LACK OF STRICTER DISCIPLINE,27,NA,NA,10,3,3,1,1,TOO MUCH WELFARE,28,NA,NA,1,3,3,4,NA,9,2,2,1,3,3,NA,1,1,2,2,NA,NA,1,1,1,NA,1,82,5,2,1,1,NA,1,2,2,1,1,3,2,3,1,7,7,2,NA,2,                                ,                                ,                                ,3,4,2,4,3,2,2,99,3,4,3,1,7.6875
49,101,21607,347,e,1,36,36081,35620,U,1,6,1,1,1,1,NA,NA,NA,NA,NA,1,4,NA,2,NA,1,NA,2,1,NA,1,1,1,2,NA,NA,10,NA,8,5,0,6,8,NA,1,2,1,2,2,2,1,1,3,2,1,NA,2,2,2,1,1,2,1,3,1,2,1,1,2,2,1,FOR THE KIDS,24,NA,NA,1,CONVIENCE,17,NA,NA,2,NA,NA,NA,29,NA,2,3,3,3,1,MULTITASKING AND PATIENCE,98,21,NA,8,2,2,1,1,THEY DONT REALY KNOW THE PEOPLE THERE HAVING KIDS WITH,98,NA,NA,4,4,2,3,NA,2,1,1,3,3,2,NA,2,3,2,1,5,2,2,1,2,9,2,35,5,2,2,1,NA,2,5,7,2,NA,2,NA,3,1,7,7,1,1,1,                                ,                                ,                                ,1,2,1,3,1,1,2,99,5,1,3,2,2.1875
50,102,21607,937,e,2,39,39165,17140,S,2,1,1,3,2,1,2,NA,NA,NA,NA,2,1,NA,2,NA,2,NA,3,NA,2,2,2,1,2,10,NA,NA,10,10,NA,NA,10,5,4,3,2,3,2,2,3,3,3,2,2,NA,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,1,BECAUSE THAT''S HOW I WAS RAISED; IT WAS JUST SIMPLY NOT DONE THEN; IT WAS THE RIGHT THING TO DO,14,12,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,NA,26,2,2,2,2,1,"KEEPING THEM BUSY, RECOGNIZING THE THINGS THEY ENJOY AND EXPOUNDING ON THAT; LOVING THEM; KEEPING THE FEAR OF GOD JUST OVER THEIR HEADS",39,11,NA,6,2,2,1,1,JUST THE GENERAL FEELING THAT BEING PROMISCUOUS IS OKAY; THE GOVERNMENT SAYING YOU CAN''T SPANK YOUR CHILDREN; GOVERNMENT INTERFERENCE,11,98,NA,1,1,NA,4,2,3,2,2,3,3,1,1,1,1,2,1,NA,NA,1,1,1,NA,1,54,5,2,1,1,NA,1,6,6,1,1,2,NA,2,1,7,2,1,1,1,                                ,                                ,                                ,4,3,2,4,3,2,1,3,3,5,3,1,13.8125
51,103,21607,301,e,3,24,24031,47900,S,2,1,1,5,1,2,2,1,NA,NA,NA,2,1,NA,2,NA,2,NA,1,NA,NA,1,1,1,1,10,NA,NA,NA,6,10,10,8,8,1,3,3,3,3,3,3,1,3,3,2,1,NA,4,4,1,1,2,2,9,3,1,1,3,2,2,2,1,JUST FOR LEGAL GROUND,22,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,22,NA,3,2,1,2,1,HAVING ENOUGH MONEY FOR THEIR FUTURE LIKE COLLEGE,13,14,NA,NA,2,2,3,1,BECAUSE WOMEN ARE MORE INTO THEIR CAREERS AND THEY DON''T NEED A MAN,31,12,NA,3,3,1,1,NA,1,1,1,3,3,2,1,1,1,2,1,NA,NA,2,2,2,187,2,31,7,2,3,8,NA,NA,6,5,2,NA,3,2,4,2,7,7,2,NA,1,TAIWAN,                                ,                                ,3,2,1,1,1,1,2,99,4,1,4,4,19.13
52,106,21607,305,e,3,12,12086,33100,U,1,6,1,6,2,2,NA,1,NA,NA,NA,2,6,NA,NA,NA,2,NA,2,1,NA,1,1,1,2,NA,NA,10,NA,10,10,10,10,10,3,1,3,1,3,2,1,3,1,1,2,NA,2,4,2,1,1,1,1,1,2,1,1,1,1,2,2,NA,                                ,NA,NA,NA,NA,                                ,NA,NA,NA,NA,1,NA,1,NA,30,3,2,2,3,1,MAKING SURE THEY GET GOOD GRADES IN SCHOOL.,14,NA,NA,9,2,2,2,1,PEOPLE JUST WANT TO GET MARRIED.THEIR MATURITY LEVEL ISN''T HIGH ENOUGH,98,NA,NA,4,3,NA,2,1,1,1,1,3,3,2,NA,2,2,NA,1,11,2,2,1,1,NA,1,27,5,2,1,8,NA,NA,6,5,1,1,2,NA,4,1,7,7,2,NA,1,                                ,                                ,                                ,6,1,1,3,3,1,2,99,4,2,3,1,2
53,107,21607,718,e,1,36,36081,35620,U,1,6,1,2,1,1,1,NA,NA,NA,NA,1,1,NA,1,1,1,1,4,1,2,1,2,1,3,10,NA,10,10,9,6,NA,8,10,4,2,3,3,2,1,1,1,1,9,1,1,NA,2,3,1,1,3,1,1,3,1,3,3,1,2,2,1,LOVE,16,NA,NA,1,LOVE,23,NA,NA,2,NA,NA,NA,30,NA,2,1,2,1,1,TO BE ABLE TO STILL CHARACTER MAINTAIN GOOD MORALS FOUNDATIONS FOR AN OUTTSNDIN CITIZEN,12,11,NA,8,2,2,2,1, YOUNGER GEN NO RESPECT OPATRENTS DONT SPEND ENOUGN  TIME W/ CHILDREN,25,NA,NA,3,4,1,9,NA,1,1,1,3,2,3,1,2,4,NA,2,11,1,2,1,1,NA,1,50,6,2,4,7,1,1,4,8,2,NA,2,NA,2,1,7,7,2,NA,2,                                ,NATIVE AMERICAN,SPIRITUAL,5,3,2,4,3,1,2,99,5,1,4,4,3.5625
54,108,21607,315,e,1,36,36067,45060,S,2,1,1,4,2,1,NA,NA,NA,NA,NA,2,5,NA,2,NA,2,NA,3,NA,2,2,2,3,1,NA,NA,NA,10,NA,NA,NA,10,10,4,2,1,3,1,2,2,1,1,1,9,NA,1,4,2,1,2,2,3,2,3,3,3,2,3,2,2,1,DIDNT DO THAT BACK THEN,12,NA,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,NA,28,2,2,2,2,1,"TRYING TO KEEP UP WITH THE REST OF THEM, MONEY WISE AND EVERYTHING ELSE",13,98,NA,9,2,1,1,1,"PREACH ALL THIS CRAP IN SCHOOL, FIGURE THEY HAVE TO GO OUT AND TRY IT",98,NA,NA,1,3,NA,4,4,3,2,2,1,3,3,NA,1,1,2,2,NA,NA,1,1,1,NA,1,77,3,2,1,2,NA,2,2,2,1,1,1,NA,9,1,7,7,2,NA,2,                                ,                                ,                                ,3,4,2,4,3,2,2,99,3,2,2,1,10.25
55,109,21607,229,e,3,13,13273,10500,S,2,6,1,4,1,1,NA,NA,NA,NA,NA,2,3,NA,2,NA,2,NA,3,NA,2,1,2,2,2,NA,NA,NA,10,6,10,NA,2,4,99,3,3,1,3,3,3,3,1,3,2,1,NA,3,3,1,1,2,1,1,1,1,1,3,1,2,2,1,I WAS IN LOVE AND WANTED TO BE A UNION,16,10,NA,NA,                                ,NA,NA,NA,NA,NA,NA,NA,30,NA,2,3,2,3,1,TEACHING THEM GOOD VALUES,11,NA,NA,9,2,9,1,1,NO GOOD IN MEN,33,NA,NA,9,9,2,9,NA,9,2,2,3,3,2,NA,2,1,2,1,NA,NA,2,1,1,NA,1,53,2,2,2,9,2,NA,4,9,1,1,3,9,9,2,7,7,2,NA,2,                                ,                                ,                                ,2,3,2,99,3,2,2,99,1,3,1,2,2.0625
56,110,21607,973,e,1,34,34013,35620,S,2,2,1,4,2,1,NA,NA,NA,NA,NA,2,6,NA,NA,NA,1,NA,1,NA,NA,1,1,3,2,NA,NA,NA,NA,NA,10,8,9,10,6,2,3,2,2,3,3,2,3,3,1,NA,2,2,2,1,1,1,1,1,3,1,2,2,1,2,2,NA,                                ,NA,NA,NA,1,WE LOVED EACH OTHER,23,NA,NA,2,1,NA,1,NA,25,2,2,1,2,1,THE MONEY,13,NA,NA,NA,2,2,1,1,"BOTH PARENTS ARE HAVING KIDS JUST TO HAVE KIDS, WHEN THEY SHOULDN''T; IT''S MORE DIFFICULT THESE DAYS",98,NA,NA,3,3,NA,1,1,2,2,2,3,1,1,NA,2,3,2,3,NA,NA,2,1,1,NA,1,21,5,2,1,2,NA,2,3,9,2,NA,1,NA,2,2,7,7,1,1,1,                                ,                                ,                                ,3,1,1,6,3,2,2,99,5,1,3,1,19.13
